title,release_date,popularity,vote_average,genre_ids,genre_names,type
Trouble,08/08/2019,26.895,6.632,"[16, 12, 10751, 35, 10402]","Animation, Adventure, Family, Comedy, Music",movie
Trouble,08/08/2019,26.895,6.632,"[16, 12, 10751, 35, 10402]","Animation, Adventure, Family, Comedy, Music",movie
Trouble,08/08/2019,26.895,6.632,"[16, 12, 10751, 35, 10402]","Animation, Adventure, Family, Comedy, Music",movie
The November Man,27/08/2014,27.494,6.119,"[80, 28, 53]","Crime, Action, Thriller",movie
The Avengers,13/08/1998,26.635,4.41,"[28, 12, 53, 878, 35]","Science Fiction, Action, Adventure",movie
The Avengers,13/08/1998,26.635,4.41,"[28, 12, 53, 878, 35]","Action, Adventure, Thriller, Science Fiction, Comedy",movie
The Avengers,13/08/1998,26.635,4.41,"[28, 12, 53, 878, 35]","Action, Adventure, Thriller, Science Fiction, Comedy",movie
The Avengers,13/08/1998,26.635,4.41,"[28, 12, 53, 878, 35]","Science Fiction, Action, Adventure",movie
The Avengers,13/08/1998,26.635,4.41,"[28, 12, 53, 878, 35]","Action, Adventure, Thriller, Science Fiction, Comedy",movie
The Avengers,13/08/1998,26.635,4.41,"[28, 12, 53, 878, 35]","Action, Adventure, Thriller, Science Fiction, Comedy",movie
The Jackal,14/11/1997,28.885,6.367,"[28, 53, 12, 80]","Action, Thriller, Adventure, Crime",movie
The Jackal,14/11/1997,28.885,6.367,"[28, 53, 12, 80]","Action, Thriller, Adventure, Crime",movie
Sexy Beast,12/01/2001,25.634,7.0,"[80, 18, 53]","Crime, Drama, Thriller",movie
Mars Needs Moms,09/03/2011,30.636,6.008,"[12, 16, 10751]","Adventure, Animation, Family",movie
The Great Raid,12/08/2005,29.384,6.6,"[28, 36, 10752]","Action, History, War",movie
Chain Reaction,02/08/1996,28.882,5.729,"[878, 28, 18, 53]","Science Fiction, Action, Drama, Thriller",movie
Fantasia 2000,31/12/1999,28.633,6.982,"[16, 10751, 10402]","Animation, Family, Music",movie
Fantasia 2000,31/12/1999,28.633,6.982,"[16, 10751, 10402]","Animation, Family, Music",movie
Color of Night,19/08/1994,24.382,5.75,"[10749, 9648, 53]","Romance, Mystery, Thriller",movie
Color of Night,19/08/1994,24.382,5.75,"[10749, 9648, 53]","Romance, Mystery, Thriller",movie
Zookeeper,06/07/2011,30.635,5.43,"[35, 10749, 10751]","Comedy, Romance, Family",movie
Anora,21/05/2024,15.52,7.5,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Anora,21/05/2024,15.52,7.5,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Bad Samaritan,19/04/2018,26.388,6.736,"[53, 80, 27]","Thriller, Crime, Horror",movie
Bad Samaritan,19/04/2018,26.388,6.736,"[53, 80, 27]","Thriller, Crime, Horror",movie
Invasion of the Body Snatchers,20/12/1978,31.381,7.203,"[878, 27]","Science Fiction, Horror",movie
Invasion of the Body Snatchers,20/12/1978,31.381,7.203,"[878, 27]","Science Fiction, Horror, Thriller",movie
Freud's Last Session,22/12/2023,29.622,6.565,[18],Drama,movie
Justice League vs. Teen Titans,26/03/2016,28.636,7.284,"[878, 28, 16, 12, 35]","Science Fiction, Action, Animation, Adventure, Comedy",movie
The Night Crew,17/03/2015,26.365,5.3,"[53, 28, 9648]","Thriller, Action, Mystery",movie
The Night Crew,17/03/2015,26.365,5.3,"[53, 28, 9648]","Thriller, Action, Mystery",movie
El Dorado,17/12/1966,31.555,7.3,[37],Western,movie
Doubt,27/02/2008,31.541,7.198,[18],Drama,movie
Sense and Sensibility,13/12/1995,31.534,7.427,"[18, 10749]","Drama, Romance",movie
Heartbreakers,23/03/2001,27.234,6.094,"[35, 10749, 80]","Comedy, Romance, Crime",movie
Heartbreakers,23/03/2001,27.234,6.093,"[35, 10749, 80]","Comedy, Romance, Crime",movie
Escape to Victory,17/06/1981,27.21,6.875,"[18, 10752]","Drama, War",movie
Justice League: War,21/01/2014,27.204,7.417,"[16, 28]","Animation, Action",movie
Kidnap,16/06/2017,27.193,6.194,"[18, 53]","Drama, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Drama, Science Fiction, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Drama, Science Fiction, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Science Fiction, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Science Fiction, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Drama, Science Fiction, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Drama, Science Fiction, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Science Fiction, Thriller",movie
The Day the Earth Stood Still,28/09/1951,27.189,7.5,"[878, 53]","Science Fiction, Thriller",movie
Capone,26/06/2020,26.919,4.973,"[80, 18]","Crime, Drama",movie
Capone,26/06/2020,26.919,4.973,"[80, 18]","Crime, Drama",movie
Capone,26/06/2020,26.919,4.973,"[80, 18]","Crime, Drama",movie
The Red Sea Diving Resort,28/07/2019,26.918,6.83,"[18, 53, 36]","Drama, Thriller, History",movie
The Red Sea Diving Resort,28/07/2019,26.918,6.83,"[18, 53, 36]","Drama, Thriller, History",movie
Push,04/02/2009,26.916,6.148,"[878, 28, 12, 53]","Science Fiction, Action, Adventure, Thriller",movie
Push,04/02/2009,26.916,6.148,"[878, 28, 12, 53]","Science Fiction, Action, Adventure, Thriller",movie
Hard Times,13/08/1975,26.908,6.742,"[18, 28, 80]","Drama, Action, Crime",movie
Hard Times,13/08/1975,26.908,6.742,"[18, 28, 80]","Drama, Action, Crime",movie
Hard Times,13/08/1975,26.908,6.742,"[18, 28, 80]","Drama, Action, Crime",movie
Hard Times,13/08/1975,26.908,6.742,"[18, 28, 80]","Drama, Action, Crime",movie
Kiss the Girls,29/09/1997,26.894,6.519,"[53, 80, 9648, 18]","Thriller, Crime, Mystery, Drama",movie
Kiss the Girls,29/09/1997,26.894,6.519,"[53, 80, 9648, 18]","Thriller, Crime, Mystery, Drama",movie
Windtalkers,14/06/2002,26.892,6.283,"[10752, 18, 28, 36]","War, Drama, Action, History",movie
Windtalkers,14/06/2002,26.892,6.283,"[10752, 18, 28, 36]","War, Drama, Action, History",movie
Windtalkers,14/06/2002,26.892,6.283,"[10752, 18, 28, 36]","War, Drama, Action, History",movie
Windtalkers,14/06/2002,26.892,6.283,"[10752, 18, 28, 36]","War, Drama, Action, History",movie
Windtalkers,14/06/2002,26.892,6.283,"[10752, 18, 28, 36]","War, Drama, Action, History",movie
Windtalkers,14/06/2002,26.892,6.283,"[10752, 18, 28, 36]","War, Drama, Action, History",movie
Enter the Void,17/06/2009,26.891,7.331,"[14, 18]","Fantasy, Drama",movie
Warm Bodies,31/01/2013,26.888,6.446,"[27, 35, 10749]","Horror, Comedy, Romance",movie
"Honey, We Shrunk Ourselves",18/03/1997,26.888,5.414,"[12, 35, 10751, 878]","Adventure, Comedy, Family, Science Fiction",movie
"Honey, We Shrunk Ourselves",18/03/1997,26.888,5.414,"[12, 35, 10751, 878]","Adventure, Comedy, Family, Science Fiction",movie
A Day to Die,04/03/2022,26.871,5.9,"[28, 53, 80, 18]","Action, Thriller, Crime, Drama",movie
A Day to Die,04/03/2022,26.871,5.9,"[28, 53, 80, 18]","Action, Thriller, Crime, Drama",movie
"Paul, Apostle of Christ",23/03/2018,26.87,7.562,[18],Drama,movie
"Paul, Apostle of Christ",23/03/2018,26.87,7.562,[18],Drama,movie
The Librarian: Quest for the Spear,12/07/2004,26.87,6.255,"[12, 28, 14]","Adventure, Action, Fantasy",movie
The Librarian: Quest for the Spear,12/07/2004,26.87,6.255,"[12, 28, 14]","Adventure, Action, Fantasy",movie
Wire Room,02/09/2022,26.869,6.348,"[28, 80]","Action, Crime",movie
The Taking of Pelham 1 2 3,10/06/2009,27.122,6.35,"[80, 53, 28]","Crime, Thriller, Action",movie
Superman: Doomsday,18/09/2007,27.122,6.709,"[28, 16, 878, 10751]","Action, Animation, Science Fiction, Family",movie
Strangers on a Train,27/06/1951,27.117,7.7,"[80, 53]","Crime, Thriller",movie
Strangers on a Train,27/06/1951,27.117,7.7,"[80, 53]","Crime, Thriller",movie
Barbie: A Fairy Secret,01/03/2011,27.104,6.799,"[16, 10751, 14]","Animation, Family, Fantasy",movie
Hudson Hawk,23/05/1991,27.097,5.662,"[28, 12, 35]","Action, Adventure, Comedy",movie
Hudson Hawk,23/05/1991,27.097,5.662,"[28, 12, 35]","Action, Adventure, Comedy",movie
Talladega Nights: The Ballad of Ricky Bobby,04/08/2006,27.093,6.356,[35],Comedy,movie
Talladega Nights: The Ballad of Ricky Bobby,04/08/2006,27.093,6.356,[35],Comedy,movie
Free Willy,16/07/1993,27.09,6.17,"[10751, 12, 18]","Family, Adventure, Drama",movie
Apex,12/11/2021,27.083,5.213,"[28, 53, 878]","Action, Thriller, Science Fiction",movie
Apex,12/11/2021,27.083,5.213,"[28, 53, 878]","Action, Thriller, Science Fiction",movie
Rebecca,23/03/1940,27.082,7.919,"[9648, 10749, 53]","Mystery, Romance, Thriller",movie
Rebecca,16/10/2020,18.0,6.297,"[10749, 18, 9648, 53]","Mystery, Romance, Thriller",movie
Interstate 60,13/04/2002,27.076,7.384,"[12, 35, 14]","Adventure, Comedy, Fantasy",movie
Interstate 60,13/04/2002,27.076,7.384,"[12, 35, 14]","Adventure, Comedy, Fantasy",movie
Interstate 60,13/04/2002,27.076,7.384,"[12, 35, 14]","Adventure, Comedy, Fantasy",movie
Interstate 60,13/04/2002,27.076,7.384,"[12, 35, 14]","Adventure, Comedy, Fantasy",movie
Godmothered,04/12/2020,27.067,6.76,"[10751, 14, 35]","Family, Fantasy, Comedy",movie
Batman: Under the Red Hood,27/07/2010,29.857,7.739,"[878, 80, 28, 16, 9648]","Science Fiction, Crime, Action, Animation, Mystery",movie
Batman: Under the Red Hood,27/07/2010,29.857,7.739,"[878, 80, 28, 16, 9648]","Science Fiction, Crime, Action, Animation, Mystery",movie
The Girl Who Believes in Miracles,02/04/2021,29.089,7.404,"[10751, 18]","Family, Drama",movie
Crimes and Misdemeanors,13/10/1989,22.85,7.466,"[35, 18]","Comedy, Drama",movie
Crimes and Misdemeanors,13/10/1989,22.85,7.466,"[35, 18]","Comedy, Drama",movie
The 7th Voyage of Sinbad,05/12/1958,25.098,6.931,"[28, 12, 10751, 14]","Action, Adventure, Family, Fantasy",movie
The 7th Voyage of Sinbad,05/12/1958,25.098,6.931,"[28, 12, 10751, 14]","Action, Adventure, Family, Fantasy",movie
The 7th Voyage of Sinbad,05/12/1958,25.098,6.931,"[28, 12, 10751, 14]","Action, Adventure, Family, Fantasy",movie
The 7th Voyage of Sinbad,05/12/1958,25.098,6.931,"[28, 12, 10751, 14]","Action, Adventure, Family, Fantasy",movie
Teenage Mutant Ninja Turtles III,17/03/1993,25.597,5.377,"[28, 12, 35, 10751, 14, 878]","Action, Adventure, Comedy, Family, Fantasy, Science Fiction",movie
Teenage Mutant Ninja Turtles III,17/03/1993,25.597,5.377,"[28, 12, 35, 10751, 14, 878]","Action, Adventure, Comedy, Family, Fantasy, Science Fiction",movie
I Spit on Your Grave: Déjà Vu,23/04/2019,25.606,3.045,"[53, 27]","Thriller, Horror",movie
I Spit on Your Grave: Déjà Vu,23/04/2019,25.606,3.045,"[53, 27]","Thriller, Horror",movie
I Spit on Your Grave: Déjà Vu,23/04/2019,25.606,3.045,"[53, 27]","Thriller, Horror",movie
I Spit on Your Grave: Déjà Vu,23/04/2019,25.606,3.045,"[53, 27]","Thriller, Horror",movie
Once Upon a Snowman,23/10/2020,29.61,6.923,"[16, 10751, 35, 14]","Animation, Family, Comedy, Fantasy",movie
Wish Upon,07/07/2017,23.851,5.672,"[27, 53, 14]","Horror, Thriller, Fantasy",movie
The Cell,17/08/2000,22.595,6.271,"[27, 878, 53]","Horror, Science Fiction, Thriller",movie
The Cell,17/08/2000,22.595,6.271,"[27, 878, 53]","Horror, Science Fiction, Thriller",movie
The Cell,17/08/2000,22.595,6.271,"[27, 878, 53]","Horror, Science Fiction, Thriller",movie
The Cell,17/08/2000,22.595,6.271,"[27, 878, 53]","Horror, Science Fiction, Thriller",movie
Dark Water,08/07/2005,23.595,5.653,"[27, 9648, 18]","Horror, Mystery, Thriller",movie
Dark Water,08/07/2005,23.595,5.653,"[27, 9648, 18]","Horror, Mystery, Drama",movie
Dark Water,08/07/2005,23.595,5.653,"[27, 9648, 18]","Horror, Mystery, Thriller",movie
Dark Water,08/07/2005,23.595,5.653,"[27, 9648, 18]","Horror, Mystery, Drama",movie
The Man from Toronto,23/12/2022,28.629,6.486,"[28, 12, 35]","Action, Adventure, Comedy",movie
The Man from Toronto,23/12/2022,28.629,6.486,"[28, 12, 35]","Action, Adventure, Comedy",movie
The Place Beyond the Pines,20/03/2013,31.202,6.966,"[18, 80]","Drama, Crime",movie
The Place Beyond the Pines,20/03/2013,31.202,6.966,"[18, 80]","Drama, Crime",movie
The Place Beyond the Pines,20/03/2013,31.202,6.966,"[18, 80]","Drama, Crime",movie
Dallas Buyers Club,01/11/2013,26.846,7.93,"[18, 36]","Drama, History",movie
Dallas Buyers Club,01/11/2013,26.846,7.93,"[18, 36]","Drama, History",movie
Failure to Launch,10/03/2006,26.953,5.792,"[35, 10749]","Comedy, Romance",movie
Brahms: The Boy II,20/02/2020,26.939,5.947,"[27, 9648, 53]","Horror, Mystery, Thriller",movie
Sydney White,21/09/2007,26.931,6.462,[35],Comedy,movie
Sydney White,21/09/2007,26.931,6.462,[35],Comedy,movie
"2025: Blood, White & Blue",01/07/2022,26.929,4.2,"[27, 28, 35]","Horror, Action, Comedy",movie
"2025: Blood, White & Blue",01/07/2022,26.929,4.2,"[27, 28, 35]","Horror, Action, Comedy",movie
Finding Neverland,17/10/2004,25.936,7.321,"[18, 14]","Drama, Fantasy",movie
Song to Song,17/03/2017,30.144,5.467,"[10749, 18, 10402]","Romance, Drama, Music",movie
The Insider,28/10/1999,25.913,7.458,"[18, 53]","Drama, Thriller",movie
The Insider,28/10/1999,25.913,7.458,"[18, 53]","Drama, Thriller",movie
Green Lantern: Beware My Power,19/05/2022,25.91,6.827,"[16, 28, 878, 14]","Animation, Action, Science Fiction, Fantasy",movie
Green Lantern: Beware My Power,19/05/2022,25.91,6.827,"[16, 28, 878, 14]","Animation, Action, Science Fiction, Fantasy",movie
"I Love You, Beth Cooper",10/07/2009,25.908,5.964,"[35, 10749]","Comedy, Romance",movie
"I Love You, Beth Cooper",10/07/2009,25.908,5.964,"[35, 10749]","Comedy, Romance",movie
"I Love You, Beth Cooper",10/07/2009,25.908,5.964,"[35, 10749]","Comedy, Romance",movie
The Gold Rush,12/07/1925,25.906,8.0,"[12, 35, 18]","Adventure, Comedy, Drama",movie
The Gold Rush,12/07/1925,25.906,8.0,"[12, 35, 18]","Adventure, Comedy, Drama",movie
The Gold Rush,12/07/1925,25.906,8.0,"[12, 35, 18]","Adventure, Comedy, Drama",movie
A River Runs Through It,09/10/1992,25.906,7.042,"[18, 10751]","Drama, Family",movie
A River Runs Through It,09/10/1992,25.906,7.042,"[18, 10751]","Drama, Family",movie
A River Runs Through It,09/10/1992,25.906,7.042,"[18, 10751]","Drama, Family",movie
A River Runs Through It,09/10/1992,25.906,7.042,"[18, 10751]","Drama, Family",movie
A River Runs Through It,09/10/1992,25.906,7.042,"[18, 10751]","Drama, Family",movie
A River Runs Through It,09/10/1992,25.906,7.042,"[18, 10751]","Drama, Family",movie
Only You,04/03/1994,26.84,6.8,"[10749, 35]","Romance, Comedy",movie
Only You,04/03/1994,26.84,6.8,"[10749, 35]","Romance, Comedy",movie
Only You,04/03/1994,26.84,6.8,"[10749, 35]","Romance, Comedy",movie
Jesus Christ Superstar,15/08/1973,26.828,7.0,"[10402, 18]","Music, Drama",movie
Jesus Christ Superstar,15/08/1973,26.828,7.0,"[10402, 18]","Music, Drama",movie
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,22/03/1991,26.82,6.114,"[878, 12, 28, 35, 10751]","Science Fiction, Adventure, Action, Comedy, Family",movie
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,22/03/1991,26.82,6.114,"[878, 12, 28, 35, 10751]","Science Fiction, Adventure, Action, Comedy, Family",movie
Around the World in 80 Days,16/06/2004,26.819,5.932,"[28, 12, 35]","Action, Adventure, Comedy",movie
Eighth Grade,19/01/2018,26.818,7.2,"[35, 18]","Comedy, Drama",movie
Eighth Grade,19/01/2018,26.818,7.2,"[35, 18]","Comedy, Drama",movie
Dancer in the Dark,01/09/2000,26.808,7.866,"[18, 80]","Drama, Crime",movie
Letters to Juliet,13/05/2010,26.803,6.994,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Letters to Juliet,13/05/2010,26.803,6.994,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Savage Grace,18/05/2007,26.798,5.7,[18],Drama,movie
Savage Grace,18/05/2007,26.798,5.7,[18],Drama,movie
Bring It On,25/08/2000,25.747,6.2,[35],Comedy,movie
Bring It On,25/08/2000,25.747,6.2,[35],Comedy,movie
Bring It On,25/08/2000,25.747,6.2,[35],Comedy,movie
Obsessed,26/02/2009,23.08,5.759,"[18, 53]",Drama,movie
Obsessed,26/02/2009,23.08,5.759,"[18, 53]","Thriller, Drama",movie
Obsessed,26/02/2009,23.08,5.759,"[18, 53]","Drama, Thriller",movie
Obsessed,26/02/2009,23.08,5.759,"[18, 53]","Drama, Thriller",movie
Crimson Tide,12/05/1995,31.049,7.171,"[53, 28, 18]","Thriller, Action, Drama",movie
Crimson Tide,12/05/1995,31.049,7.171,"[53, 28, 18]","Thriller, Action, Drama",movie
Crimson Tide,12/05/1995,31.049,7.171,"[53, 28, 18]","Thriller, Action, Drama",movie
Eddie the Eagle,25/02/2016,31.035,7.178,"[35, 18, 36, 12]","Comedy, Drama, History, Adventure",movie
Heatwave,17/01/2022,29.595,6.4,"[53, 18]","Thriller, Drama",movie
Heatwave,17/01/2022,29.595,6.4,"[53, 18]","Thriller, Drama",movie
Heatwave,17/01/2022,29.595,6.4,"[53, 18]","Thriller, Drama",movie
The Feeling That the Time for Doing Something Has Passed,26/04/2024,31.013,5.9,[35],Comedy,movie
The Feeling That the Time for Doing Something Has Passed,26/04/2024,31.013,5.9,[35],Comedy,movie
The House That Jack Built,05/07/2018,30.997,7.144,"[18, 27, 80, 53]","Drama, Horror, Crime, Thriller",movie
Bad Sister,24/08/2015,26.746,6.635,"[53, 10770]","Thriller, TV Movie",movie
Stagecoach,03/03/1939,26.744,7.641,"[37, 12]","Western, Adventure",movie
Stagecoach,03/03/1939,26.744,7.641,"[37, 12]","Western, Adventure",movie
Stagecoach,03/03/1939,26.744,7.641,"[37, 12]","Western, Adventure",movie
Stagecoach,03/03/1939,26.744,7.641,"[37, 12]","Western, Adventure",movie
Dumb and Dumberer: When Harry Met Lloyd,14/04/2003,26.74,4.172,[35],Comedy,movie
Dumb and Dumberer: When Harry Met Lloyd,14/04/2003,26.74,4.172,[35],Comedy,movie
Dumb and Dumberer: When Harry Met Lloyd,14/04/2003,26.74,4.172,[35],Comedy,movie
Dumb and Dumberer: When Harry Met Lloyd,14/04/2003,26.74,4.172,[35],Comedy,movie
Willy's Wonderland,12/02/2021,26.739,6.015,"[28, 27, 35]","Action, Horror, Comedy",movie
Willy's Wonderland,12/02/2021,26.739,6.016,"[28, 27, 35]","Action, Horror, Comedy",movie
Lara Croft: Tomb Raider - The Cradle of Life,21/07/2003,26.739,5.745,"[28, 12, 14, 53]","Action, Adventure, Fantasy, Thriller",movie
Lara Croft: Tomb Raider - The Cradle of Life,21/07/2003,26.739,5.745,"[28, 12, 14, 53]","Action, Adventure, Fantasy, Thriller",movie
Teen Titans Go! vs. Teen Titans,21/07/2019,26.734,7.531,"[28, 16]","Action, Animation",movie
Teen Titans Go! vs. Teen Titans,21/07/2019,26.734,7.531,"[28, 16]","Action, Animation",movie
McLintock!,12/11/1963,26.726,6.558,"[37, 35]","Western, Comedy",movie
McLintock!,12/11/1963,26.726,6.558,"[37, 35]","Western, Comedy",movie
The Highwaymen,15/03/2019,30.913,6.749,"[80, 18, 53]","Crime, Drama, Thriller",movie
Paws of Fury: The Legend of Hank,14/07/2022,30.878,6.699,"[16, 28, 12, 35, 10751]","Animation, Action, Adventure, Comedy, Family",movie
Paws of Fury: The Legend of Hank,14/07/2022,30.878,6.699,"[16, 28, 12, 35, 10751]","Animation, Action, Adventure, Comedy, Family",movie
Entrapment,29/04/1999,30.309,6.226,"[10749, 18, 9648]","Romance, Drama, Mystery",movie
Entrapment,29/04/1999,30.309,6.226,"[10749, 18, 9648]","Romance, Drama, Mystery",movie
High School Musical 2,17/08/2007,28.56,6.525,"[35, 18, 10751, 10402, 10749, 10770]","Comedy, Drama, Family, Music, Romance, TV Movie",movie
High School Musical 2,17/08/2007,28.56,6.525,"[35, 18, 10751, 10402, 10749, 10770]","Comedy, Drama, Family, Music, Romance, TV Movie",movie
John Tucker Must Die,27/07/2006,30.869,6.127,"[35, 10749]","Comedy, Romance",movie
Samson,16/02/2018,29.064,5.762,"[28, 18, 12]","Action, Drama, Adventure",movie
The Last Dragon,22/03/1985,23.057,6.414,"[28, 12, 10402]","Action, Adventure, Music",movie
The Last Dragon,22/03/1985,23.057,6.414,"[28, 12, 10402]","Action, Adventure, Music",movie
Playing with Fire,08/11/2019,26.65,6.657,"[10751, 35]","Family, Comedy",movie
Playing with Fire,08/11/2019,26.65,6.657,"[10751, 35]","Family, Comedy",movie
The Name of the Rose,24/09/1986,26.646,7.478,"[18, 53, 9648]","Drama, Thriller, Mystery",movie
Prom Pact,30/03/2023,26.637,7.273,"[10749, 35]","Romance, Comedy",movie
Black Rain,22/09/1989,26.634,6.597,"[18, 28, 53]","Drama, Action, Thriller",movie
Black Rain,22/09/1989,26.634,6.597,"[18, 28, 53]","Drama, Action, Thriller",movie
Bad Times at the El Royale,04/10/2018,26.633,6.837,"[53, 18, 9648, 80]","Thriller, Drama, Mystery, Crime",movie
Bad Times at the El Royale,04/10/2018,26.633,6.837,"[53, 18, 9648, 80]","Thriller, Drama, Mystery, Crime",movie
The Space Between Us,26/01/2017,26.632,7.07,"[10749, 12, 878, 18]","Romance, Adventure, Science Fiction, Drama",movie
The Space Between Us,26/01/2017,26.632,7.07,"[10749, 12, 878, 18]","Romance, Adventure, Science Fiction, Drama",movie
SpongeBob SquarePants Presents The Tidal Zone,13/01/2023,26.629,7.063,"[16, 35, 12]","Animation, Comedy, Adventure",movie
We Bare Bears: The Movie,30/06/2020,26.629,7.8,"[16, 12, 10751, 35, 10770]","Animation, Adventure, Family, Comedy, TV Movie",movie
The Book of Clarence,11/01/2024,26.625,5.803,"[12, 35, 18]","Adventure, Comedy, Drama",movie
